Start Date,01/01/2000,,,
End Date,,,,
,,,,
,AVMN NA Equity,,SPEUVLI LX Equity,
,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price
Dates,TOT_RETURN_INDEX_GROSS_DVDS,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS,PX_LAST
19/09/2013,#N/A N/A,#N/A N/A,102.53,102.53
20/09/2013,#N/A N/A,#N/A N/A,102.13,102.13
23/09/2013,#N/A N/A,#N/A N/A,101.45,101.45
24/09/2013,#N/A N/A,#N/A N/A,101.9,101.9
25/09/2013,#N/A N/A,#N/A N/A,101.97,101.97
26/09/2013,#N/A N/A,#N/A N/A,101.67,101.67
27/09/2013,#N/A N/A,#N/A N/A,101.38,101.38
30/09/2013,#N/A N/A,#N/A N/A,100.62,100.62
01/10/2013,#N/A N/A,#N/A N/A,101.69,101.69
02/10/2013,#N/A N/A,#N/A N/A,101.3,101.3
03/10/2013,#N/A N/A,#N/A N/A,100.97,100.97
04/10/2013,#N/A N/A,#N/A N/A,101,101
07/10/2013,#N/A N/A,#N/A N/A,100.71,100.71
08/10/2013,#N/A N/A,#N/A N/A,100.4,100.4
09/10/2013,#N/A N/A,#N/A N/A,99.9,99.9
10/10/2013,#N/A N/A,#N/A N/A,101.81,101.81
11/10/2013,#N/A N/A,#N/A N/A,102.43,102.43
14/10/2013,#N/A N/A,#N/A N/A,102.11,102.11
15/10/2013,#N/A N/A,#N/A N/A,103.54,103.54
16/10/2013,#N/A N/A,#N/A N/A,103.82,103.82
17/10/2013,#N/A N/A,#N/A N/A,103.76,103.76
18/10/2013,#N/A N/A,#N/A N/A,104.52,104.52
21/10/2013,#N/A N/A,#N/A N/A,104.98,104.98
22/10/2013,#N/A N/A,#N/A N/A,105.43,105.43
23/10/2013,#N/A N/A,#N/A N/A,105.13,105.13
24/10/2013,#N/A N/A,#N/A N/A,105.28,105.28
25/10/2013,#N/A N/A,#N/A N/A,104.69,104.69
28/10/2013,#N/A N/A,#N/A N/A,103.92,103.92
29/10/2013,#N/A N/A,#N/A N/A,104.57,104.57
30/10/2013,#N/A N/A,#N/A N/A,105.34,105.34
31/10/2013,#N/A N/A,#N/A N/A,105.72,105.72
01/11/2013,#N/A N/A,#N/A N/A,105.72,105.72
04/11/2013,#N/A N/A,#N/A N/A,106.52,106.52
05/11/2013,#N/A N/A,#N/A N/A,106.3,106.3
06/11/2013,#N/A N/A,#N/A N/A,106.92,106.92
07/11/2013,#N/A N/A,#N/A N/A,106.6,106.6
08/11/2013,#N/A N/A,#N/A N/A,105.99,105.99
11/11/2013,#N/A N/A,#N/A N/A,106.59,106.59
12/11/2013,#N/A N/A,#N/A N/A,105.79,105.79
13/11/2013,25,17.108,105.47,105.47
14/11/2013,25.05,17.142,105.97,105.97
15/11/2013,25.15,17.211,105.82,105.82
18/11/2013,25.24,17.272,106.31,106.31
19/11/2013,25.18,17.231,105.78,105.78
20/11/2013,25.17,17.224,105.5,105.5
21/11/2013,25.18,17.231,105.34,105.34
22/11/2013,25.19,17.238,105.21,105.21
25/11/2013,25.14,17.204,105.59,105.59
26/11/2013,25.24,17.272,105.22,105.22
27/11/2013,25.13,17.197,105.85,105.85
28/11/2013,25.17,17.224,106.34,106.34
29/11/2013,25.25,17.279,106.58,106.58
02/12/2013,25.25,17.279,106.03,106.03
03/12/2013,25.22,17.259,104.27,104.27
04/12/2013,25.03,17.129,103.75,103.75
05/12/2013,24.96,17.081,102.85,102.85
06/12/2013,24.84,16.999,103.7,103.7
09/12/2013,25,17.108,104.13,104.13
10/12/2013,24.94,17.067,103.34,103.34
11/12/2013,24.89,17.033,102.95,102.95
12/12/2013,24.79,16.964,101.77,101.77
13/12/2013,24.71,16.91,101.22,101.22
16/12/2013,24.74,16.93,101.91,101.91
17/12/2013,24.79,16.964,101.44,101.44
18/12/2013,24.8,16.971,101.95,101.95
19/12/2013,24.82,16.985,103.1,103.1
20/12/2013,24.95,17.074,103.85,103.85
23/12/2013,25.07,17.156,104.6,104.6
24/12/2013,25.11,17.183,104.77,104.77
25/12/2013,25.11,17.183,104.77,104.77
26/12/2013,25.11,17.183,104.77,104.77
27/12/2013,25.07,17.156,105.99,105.99
30/12/2013,25.08,17.163,105.82,105.82
31/12/2013,25.09,17.17,105.94,105.94
01/01/2014,25.09,17.17,105.94,105.94
02/01/2014,25.15,17.211,105.66,105.66
03/01/2014,25.19,17.238,106.4,106.4
06/01/2014,25.16,17.218,106.27,106.27
07/01/2014,25.13,17.197,106.9,106.9
08/01/2014,25.33,17.334,107.15,107.15
09/01/2014,25.3,17.313,106.94,106.94
10/01/2014,25.24,17.272,107.55,107.55
13/01/2014,25.27,17.293,108.59,108.59
14/01/2014,25.32,17.327,108.57,108.57
15/01/2014,25.37,17.361,109.78,109.78
16/01/2014,25.4,17.382,110.03,110.03
17/01/2014,25.41,17.389,110.74,110.74
20/01/2014,25.48,17.437,110.11,110.11
21/01/2014,25.48,17.437,109.6,109.6
22/01/2014,25.57,17.498,109.27,109.27
23/01/2014,25.46,17.423,108.59,108.59
24/01/2014,25.38,17.368,106.2,106.2
27/01/2014,25.07,17.156,105.69,105.69
28/01/2014,24.98,17.094,107.18,107.18
29/01/2014,25.1,17.177,106.72,106.72
30/01/2014,25.02,17.122,106.89,106.89
31/01/2014,25.2,17.245,106.41,106.41
03/02/2014,25.13,17.197,105.02,105.02
04/02/2014,25,17.108,104.68,104.68
05/02/2014,24.96,17.081,104.88,104.88
06/02/2014,24.98,17.094,106.6,106.6
07/02/2014,25.16,17.218,107.6,107.6
10/02/2014,25.2,17.245,108.1,108.1
11/02/2014,25.2,17.245,109.18,109.18
12/02/2014,25.33,17.334,110.06,110.06
13/02/2014,25.37,17.361,110.33,110.33
14/02/2014,25.39,17.375,110.84,110.84
17/02/2014,25.44,17.409,111.37,111.37
18/02/2014,25.56,17.491,111.35,111.35
19/02/2014,25.49,17.443,111.27,111.27
20/02/2014,25.45,17.416,111.06,111.06
21/02/2014,25.55,17.484,112.11,112.11
24/02/2014,25.5,17.45,112.72,112.72
25/02/2014,25.56,17.491,112.89,112.89
26/02/2014,25.66,17.56,112.87,112.87
27/02/2014,25.63,17.539,112.79,112.79
28/02/2014,25.67,17.567,112.89,112.89
03/03/2014,25.67,17.567,110.04,110.04
04/03/2014,25.56,17.491,112.21,112.21
05/03/2014,25.69,17.58,112.77,112.77
06/03/2014,25.79,17.649,113.31,113.31
07/03/2014,25.72,17.601,112.14,112.14
10/03/2014,25.56,17.491,111.89,111.89
11/03/2014,25.62,17.532,112.09,112.09
12/03/2014,25.5,17.45,110.59,110.59
13/03/2014,25.43,17.402,108.94,108.94
14/03/2014,25.31,17.32,107.87,107.87
17/03/2014,25.26,17.286,109.51,109.51
18/03/2014,25.44,17.409,110.53,110.53
19/03/2014,25.45,17.416,110.48,110.48
20/03/2014,25.46,17.423,110.21,110.21
21/03/2014,25.43,17.402,110.17,110.17
24/03/2014,25.44,17.409,108.82,108.82
25/03/2014,25.4,17.382,109.65,109.65
26/03/2014,25.55,17.484,110.62,110.62
27/03/2014,25.61,17.526,110.74,110.74
28/03/2014,25.67,17.567,111.8,111.8
31/03/2014,25.65,17.553,112.96,112.96
01/04/2014,25.77,17.635,113.75,113.75
02/04/2014,25.84,17.683,114.13,114.13
03/04/2014,25.88,17.71,114,114
04/04/2014,25.85,17.69,114.73,114.73
07/04/2014,25.88,17.71,113.48,113.48
08/04/2014,25.73,17.608,112.28,112.28
09/04/2014,25.7,17.587,113.05,113.05
10/04/2014,25.76,17.628,112.33,112.33
11/04/2014,25.71,17.594,110.83,110.83
14/04/2014,25.6,17.519,110.09,110.09
15/04/2014,25.59,17.512,108.86,108.86
16/04/2014,25.67,17.567,110.41,110.41
17/04/2014,25.79,17.649,111.08,111.08
18/04/2014,25.79,17.649,111.08,111.08
21/04/2014,25.79,17.649,111.08,111.08
22/04/2014,25.72,17.601,112.51,112.51
23/04/2014,25.86,17.697,112.04,112.04
24/04/2014,25.83,17.676,112.35,112.35
25/04/2014,25.91,17.731,111.1,111.1
28/04/2014,25.77,17.635,111.34,111.34
29/04/2014,25.76,17.628,113.06,113.06
30/04/2014,25.872,17.705,113.14,113.14
01/05/2014,25.872,17.705,113.14,113.14
02/05/2014,25.831,17.677,113.11,113.11
05/05/2014,25.995,17.789,112.58,112.58
06/05/2014,25.913,17.733,112.67,112.67
07/05/2014,25.852,17.691,112.59,112.59
08/05/2014,25.944,17.754,113.89,113.89
09/05/2014,26.005,17.796,113.71,113.71
12/05/2014,26.117,17.872,114.42,114.42
13/05/2014,26.209,17.935,114.51,114.51
14/05/2014,26.229,17.949,114.17,114.17
15/05/2014,26.25,17.963,112.58,112.58
16/05/2014,26.148,17.893,111.76,111.76
19/05/2014,26.219,17.942,111.93,111.93
20/05/2014,26.127,17.879,111.89,111.89
21/05/2014,26.066,17.837,112.73,112.73
22/05/2014,26.25,17.963,113.54,113.54
23/05/2014,26.3,17.998,114.22,114.22
26/05/2014,26.382,18.054,115.11,115.11
27/05/2014,26.3,17.998,115.26,115.26
28/05/2014,26.525,18.151,115.18,115.18
29/05/2014,26.566,18.179,115.18,115.18
30/05/2014,26.504,18.137,115.42,115.42
02/06/2014,26.494,18.13,115.57,115.57
03/06/2014,26.617,18.214,114.72,114.72
04/06/2014,26.576,18.186,114.68,114.68
05/06/2014,26.504,18.137,115.45,115.45
06/06/2014,26.606,18.207,116.54,116.54
09/06/2014,26.821,18.354,116.54,116.54
10/06/2014,26.882,18.396,116.99,116.99
11/06/2014,26.821,18.354,116.08,116.08
12/06/2014,26.78,18.326,115.86,115.86
13/06/2014,26.739,18.298,115.47,115.47
16/06/2014,26.729,18.291,114.69,114.69
17/06/2014,26.708,18.277,114.77,114.77
18/06/2014,26.688,18.263,115.1,115.1
19/06/2014,26.8,18.34,115.77,115.77
20/06/2014,26.841,18.368,115.52,115.52
23/06/2014,26.77,18.319,115.52,115.52
24/06/2014,26.759,18.312,114.82,114.82
25/06/2014,26.719,18.284,113.86,113.86
26/06/2014,26.739,18.298,114.08,114.08
27/06/2014,26.841,18.368,113.98,113.98
30/06/2014,26.841,18.368,113.77,113.77
01/07/2014,26.749,18.305,114.74,114.74
02/07/2014,26.923,18.424,115.19,115.19
03/07/2014,26.923,18.424,116.28,116.28
04/07/2014,27.025,18.493,115.96,115.96
07/07/2014,27.035,18.5,115.05,115.05
08/07/2014,26.974,18.458,112.97,112.97
09/07/2014,26.78,18.326,112.9,112.9
10/07/2014,26.77,18.319,111.42,111.42
11/07/2014,26.719,18.284,111.46,111.46
14/07/2014,26.759,18.312,112.51,112.51
15/07/2014,26.821,18.354,112.06,112.06
16/07/2014,26.831,18.361,113.53,113.53
17/07/2014,26.953,18.445,112.71,112.71
18/07/2014,26.953,18.445,112.65,112.65
21/07/2014,26.933,18.431,111.87,111.87
22/07/2014,26.933,18.431,112.72,112.72
23/07/2014,27.127,18.563,113.19,113.19
24/07/2014,27.096,18.542,113.77,113.77
25/07/2014,27.086,18.535,112.88,112.88
28/07/2014,27.065,18.521,112.25,112.25
29/07/2014,27.065,18.521,112.3,112.3
30/07/2014,27.188,18.605,111.97,111.97
31/07/2014,27.065,18.521,110.41,110.41
01/08/2014,26.902,18.41,108.66,108.66
04/08/2014,26.8,18.34,108.24,108.24
05/08/2014,26.902,18.41,108.16,108.16
06/08/2014,26.78,18.326,106.97,106.97
07/08/2014,26.821,18.354,106.16,106.16
08/08/2014,26.688,18.263,104.94,104.94
11/08/2014,26.719,18.284,107.09,107.09
12/08/2014,26.831,18.361,106.7,106.7
13/08/2014,26.851,18.375,106.7,106.7
14/08/2014,26.994,18.472,107.19,107.19
15/08/2014,26.994,18.472,107.19,107.19
18/08/2014,27.106,18.549,108.11,108.11
19/08/2014,27.116,18.556,108.92,108.92
20/08/2014,27.218,18.626,108.79,108.79
21/08/2014,27.259,18.654,109.32,109.32
22/08/2014,27.32,18.696,109.05,109.05
25/08/2014,27.412,18.759,109.82,109.82
26/08/2014,27.483,18.807,110.56,110.56
27/08/2014,27.565,18.863,110.85,110.85
28/08/2014,27.596,18.884,109.9,109.9
29/08/2014,27.555,18.856,109.92,109.92
01/09/2014,27.575,18.87,109.7,109.7
02/09/2014,27.596,18.884,110.07,110.07
03/09/2014,27.667,18.933,110.96,110.96
04/09/2014,27.616,18.898,112.09,112.09
05/09/2014,27.861,19.066,112.22,112.22
08/09/2014,27.851,19.059,112.1,112.1
09/09/2014,27.891,19.087,111.63,111.63
10/09/2014,27.759,18.996,110.97,110.97
11/09/2014,27.738,18.982,110.7,110.7
12/09/2014,27.636,18.912,110.45,110.45
15/09/2014,27.636,18.912,109.91,109.91
16/09/2014,27.606,18.891,109.26,109.26
17/09/2014,27.534,18.842,110.04,110.04
18/09/2014,27.596,18.884,111.01,111.01
19/09/2014,27.738,18.982,111.18,111.18
22/09/2014,27.81,19.031,110.45,110.45
23/09/2014,27.769,19.003,109.08,109.08
24/09/2014,27.647,18.919,109.47,109.47
25/09/2014,27.759,18.996,108.74,108.74
26/09/2014,27.585,18.877,108.74,108.74
29/09/2014,27.647,18.919,108.28,108.28
30/09/2014,27.606,18.891,108.75,108.75
01/10/2014,27.728,18.975,107.34,107.34
02/10/2014,27.575,18.87,105.35,105.35
03/10/2014,27.504,18.821,106.14,106.14
06/10/2014,27.565,18.863,106.38,106.38
07/10/2014,27.575,18.87,104.73,104.73
08/10/2014,27.381,18.738,103.2,103.2
09/10/2014,27.443,18.779,102.22,102.22
10/10/2014,27.31,18.689,100.01,100.01
13/10/2014,27.137,18.57,99.84,99.84
14/10/2014,27.014,18.486,100.4,100.4
15/10/2014,27.065,18.521,97.7,97.7
16/10/2014,26.841,18.368,97.05,97.05
17/10/2014,26.708,18.277,100.02,100.02
20/10/2014,27.004,18.479,99.49,99.49
21/10/2014,26.943,18.438,101.67,101.67
22/10/2014,27.208,18.619,102.37,102.37
23/10/2014,27.259,18.654,102.73,102.73
24/10/2014,27.33,18.703,102.18,102.18
27/10/2014,27.33,18.703,101.24,101.24
28/10/2014,27.29,18.675,102.55,102.55
29/10/2014,27.483,18.807,102.81,102.81
30/10/2014,27.494,18.814,103.1,103.1
31/10/2014,27.667,18.933,104.4,104.4
03/11/2014,27.81,19.031,104.56,104.56
04/11/2014,27.851,19.059,102.47,102.47
05/11/2014,27.779,19.01,103.81,103.81
06/11/2014,27.82,19.038,104.28,104.28
07/11/2014,27.953,19.128,103.51,103.51
10/11/2014,27.871,19.073,104.72,104.72
11/11/2014,27.993,19.156,104.58,104.58
12/11/2014,27.973,19.142,103.23,103.23
13/11/2014,27.973,19.142,103.65,103.65
14/11/2014,28.014,19.17,103.93,103.93
17/11/2014,27.922,19.107,104.25,104.25
18/11/2014,27.953,19.128,105.04,105.04
19/11/2014,28.044,19.191,104.8,104.8
20/11/2014,27.912,19.101,104.69,104.69
21/11/2014,28.014,19.17,106.92,106.92
24/11/2014,28.208,19.303,107.32,107.32
25/11/2014,28.238,19.324,107.18,107.18
26/11/2014,28.248,19.331,107.16,107.16
27/11/2014,28.248,19.331,106.78,106.78
28/11/2014,28.411,19.442,106.29,106.29
01/12/2014,28.299,19.366,105.39,105.39
02/12/2014,28.34,19.394,105.73,105.73
03/12/2014,28.401,19.435,106.5,106.5
04/12/2014,28.513,19.512,105.72,105.72
05/12/2014,28.289,19.359,107.26,107.26
08/12/2014,28.452,19.47,106.59,106.59
09/12/2014,28.401,19.435,104.76,104.76
10/12/2014,28.218,19.31,104.29,104.29
11/12/2014,28.085,19.219,103.84,103.84
12/12/2014,28.116,19.24,101.97,101.97
15/12/2014,27.881,19.08,100.06,100.06
16/12/2014,27.83,19.045,100.93,100.93
17/12/2014,27.779,19.01,101.63,101.63
18/12/2014,27.881,19.08,103.88,103.88
19/12/2014,28.32,19.38,104.55,104.55
22/12/2014,28.35,19.401,104.94,104.94
23/12/2014,28.401,19.435,105.93,105.93
24/12/2014,28.493,19.498,105.97,105.97
25/12/2014,28.493,19.498,105.97,105.97
26/12/2014,28.493,19.498,105.97,105.97
29/12/2014,28.564,19.547,105.9,105.9
30/12/2014,28.605,19.575,105.39,105.39
31/12/2014,28.513,19.512,105.86,105.86
01/01/2015,28.513,19.512,105.86,105.86
02/01/2015,28.524,19.519,105.98,105.98
05/01/2015,28.677,19.624,103.51,103.51
06/01/2015,28.483,19.491,103.12,103.12
07/01/2015,28.391,19.429,103.31,103.31
08/01/2015,28.605,19.575,105.35,105.35
09/01/2015,28.768,19.687,104.45,104.45
12/01/2015,28.656,19.61,104.54,104.54
13/01/2015,28.677,19.624,105.59,105.59
14/01/2015,28.779,19.694,103.94,103.94
15/01/2015,28.728,19.659,106.04,106.04
16/01/2015,28.942,19.805,107.34,107.34
19/01/2015,29.156,19.952,107.73,107.73
20/01/2015,29.217,19.994,108.22,108.22
21/01/2015,29.227,20.001,108.93,108.93
22/01/2015,29.248,20.015,110.47,110.47
23/01/2015,29.645,20.287,111.49,111.49
26/01/2015,29.941,20.489,112.58,112.58
27/01/2015,29.992,20.524,111.2,111.2
28/01/2015,29.758,20.364,111.46,111.46
29/01/2015,29.747,20.357,110.81,110.81
30/01/2015,29.829,20.412,111.31,111.31
02/02/2015,29.717,20.336,111.96,111.96
03/02/2015,29.87,20.44,113.94,113.94
04/02/2015,29.941,20.489,114.21,114.21
05/02/2015,29.89,20.454,114.76,114.76
06/02/2015,29.951,20.496,114.95,114.95
09/02/2015,29.962,20.503,114.12,114.12
10/02/2015,29.962,20.503,114.6,114.6
11/02/2015,29.972,20.51,114.03,114.03
12/02/2015,29.962,20.503,115.75,115.75
13/02/2015,30.094,20.594,117.09,117.09
16/02/2015,30.166,20.643,117.47,117.47
17/02/2015,30.237,20.692,117.17,117.17
18/02/2015,30.155,20.636,118.69,118.69
19/02/2015,30.288,20.727,118.6,118.6
20/02/2015,30.247,20.699,119.24,119.24
23/02/2015,30.308,20.74,119.93,119.93
24/02/2015,30.471,20.852,120.47,120.47
25/02/2015,30.482,20.859,120.39,120.39
26/02/2015,30.512,20.88,121.43,121.43
27/02/2015,30.696,21.006,121.88,121.88
02/03/2015,30.706,21.013,121.6,121.6
03/03/2015,30.747,21.041,120.89,120.89
04/03/2015,30.747,21.041,121.13,121.13
05/03/2015,30.706,21.013,122.51,122.51
06/03/2015,30.818,21.089,123.16,123.16
09/03/2015,30.91,21.152,123.16,123.16
10/03/2015,30.849,21.11,122.33,122.33
11/03/2015,30.859,21.117,123.82,123.82
12/03/2015,31.206,21.355,123.57,123.57
13/03/2015,31.165,21.327,123.32,123.32
16/03/2015,31.318,21.431,124.04,124.04
17/03/2015,31.328,21.438,122.47,122.47
18/03/2015,31.226,21.369,122.47,122.47
19/03/2015,31.277,21.403,122.99,122.99
20/03/2015,31.461,21.529,124.33,124.33
23/03/2015,31.399,21.487,123.88,123.88
24/03/2015,31.226,21.369,124.5,124.5
25/03/2015,31.216,21.362,123.82,123.82
26/03/2015,30.992,21.208,123.21,123.21
27/03/2015,30.941,21.173,123.15,123.15
30/03/2015,31.032,21.236,124.43,124.43
31/03/2015,31.196,21.348,124.06,124.06
01/04/2015,31.277,21.403,124.22,124.22
02/04/2015,31.318,21.431,124.56,124.56
03/04/2015,31.318,21.431,124.56,124.56
06/04/2015,31.318,21.431,124.56,124.56
07/04/2015,31.155,21.32,126.09,126.09
08/04/2015,31.44,21.515,126.5,126.5
09/04/2015,31.44,21.515,127.77,127.77
10/04/2015,31.767,21.738,128.64,128.64
13/04/2015,31.828,21.78,128.77,128.77
14/04/2015,31.869,21.808,128.42,128.42
15/04/2015,31.96,21.871,129.98,129.98
16/04/2015,31.92,21.843,129.13,129.13
17/04/2015,31.899,21.829,127.1,127.1
20/04/2015,31.899,21.829,128.49,128.49
21/04/2015,31.726,21.711,129.22,129.22
22/04/2015,31.767,21.738,128.84,128.84
23/04/2015,31.807,21.766,127.63,127.63
24/04/2015,31.716,21.704,128.6,128.6
27/04/2015,31.634,21.648,129.7,129.7
28/04/2015,31.716,21.704,127.83,127.83
29/04/2015,31.542,21.585,125.91,125.91
30/04/2015,31.134,21.306,125.87,125.87
01/05/2015,31.134,21.306,125.87,125.87
04/05/2015,31.053,21.25,126.64,126.64
05/05/2015,31.073,21.264,125.8,125.8
06/05/2015,30.74,21.036,125.44,125.44
07/05/2015,30.448,20.836,125.52,125.52
08/05/2015,30.49,20.865,127.93,127.93
11/05/2015,30.573,20.922,129.15,129.15
12/05/2015,30.927,21.164,128.31,128.31
13/05/2015,30.906,21.15,128.79,128.79
14/05/2015,30.531,20.893,128.79,128.79
15/05/2015,30.688,21,129.76,129.76
18/05/2015,30.604,20.943,129.29,129.29
19/05/2015,30.604,20.943,130.46,130.46
20/05/2015,31.052,21.25,131.09,131.09
21/05/2015,31.011,21.221,131.21,131.21
22/05/2015,31.021,21.229,131.49,131.49
25/05/2015,31.167,21.328,131.49,131.49
26/05/2015,31.063,21.257,130.44,130.44
27/05/2015,31.031,21.236,131.52,131.52
28/05/2015,31.177,21.336,130.91,130.91
29/05/2015,31.094,21.278,129.41,129.41
01/06/2015,31.042,21.243,129.2,129.2
02/06/2015,30.979,21.2,129,129
03/06/2015,30.688,21,128.89,128.89
04/06/2015,30.375,20.786,127.85,127.85
05/06/2015,30.312,20.744,127,127
08/06/2015,30.26,20.708,125.69,125.69
09/06/2015,30.031,20.551,125.55,125.55
10/06/2015,29.969,20.508,127.18,127.18
11/06/2015,30.052,20.565,127.23,127.23
12/06/2015,30.26,20.708,126.16,126.16
15/06/2015,30.146,20.63,124.51,124.51
16/06/2015,29.948,20.494,124.79,124.79
17/06/2015,30.021,20.544,124.4,124.4
18/06/2015,29.979,20.515,124.09,124.09
19/06/2015,29.958,20.501,124.67,124.67
22/06/2015,30.021,20.544,127.12,127.12
23/06/2015,30.187,20.658,127.12,127.12
24/06/2015,30.5,20.872,128.03,128.03
25/06/2015,30.354,20.772,127.79,127.79
26/06/2015,30.312,20.744,128.18,128.18
29/06/2015,30.292,20.729,125.45,125.45
30/06/2015,30.01,20.537,124.59,124.59
01/07/2015,30.073,20.58,125.91,125.91
02/07/2015,30.135,20.622,125.41,125.41
03/07/2015,30.135,20.622,124.76,124.76
06/07/2015,30.104,20.601,123.36,123.36
07/07/2015,30,20.53,120.67,120.67
08/07/2015,30.052,20.565,120.48,120.48
09/07/2015,29.812,20.401,122.1,122.1
10/07/2015,29.979,20.515,123.93,123.93
13/07/2015,30.135,20.622,126.27,126.27
14/07/2015,30.458,20.843,126.4,126.4
15/07/2015,30.448,20.836,126.73,126.73
16/07/2015,30.573,20.922,128.43,128.43
17/07/2015,30.771,21.057,128.35,128.35
20/07/2015,30.886,21.136,129.1,129.1
21/07/2015,31.011,21.221,128.54,128.54
22/07/2015,30.771,21.057,128.16,128.16
23/07/2015,30.833,21.1,127.35,127.35
24/07/2015,30.625,20.958,126.11,126.11
27/07/2015,30.552,20.908,123.62,123.62
28/07/2015,30.281,20.722,124.42,124.42
29/07/2015,30.437,20.829,125.49,125.49
30/07/2015,30.531,20.893,125.7,125.7
31/07/2015,30.667,20.986,126.05,126.05
03/08/2015,30.583,20.929,126.41,126.41
04/08/2015,30.771,21.057,126.5,126.5
05/08/2015,30.771,21.057,127.93,127.93
06/08/2015,30.802,21.079,127.09,127.09
07/08/2015,30.656,20.979,126.62,126.62
10/08/2015,30.698,21.007,127.3,127.3
11/08/2015,30.761,21.05,125.52,125.52
12/08/2015,30.51,20.879,122.77,122.77
13/08/2015,30.281,20.722,123.97,123.97
14/08/2015,30.365,20.779,124.03,124.03
17/08/2015,30.385,20.794,124.16,124.16
18/08/2015,30.469,20.851,124.4,124.4
19/08/2015,30.437,20.829,121.88,121.88
20/08/2015,30.24,20.694,119.44,119.44
21/08/2015,30.292,20.729,116.16,116.16
24/08/2015,29.395,20.116,110.13,110.13
25/08/2015,28.718,19.653,114.53,114.53
26/08/2015,28.927,19.795,113.64,113.64
27/08/2015,29.156,19.952,116.74,116.74
28/08/2015,29.521,20.202,117.2,117.2
31/08/2015,29.614,20.266,117.03,117.03
01/09/2015,29.448,20.152,114.82,114.82
02/09/2015,29.072,19.895,114.65,114.65
03/09/2015,29.197,19.981,117.17,117.17
04/09/2015,29.531,20.209,114.45,114.45
07/09/2015,29.323,20.066,114.59,114.59
08/09/2015,29.197,19.981,116.09,116.09
09/09/2015,29.479,20.173,117.55,117.55
10/09/2015,29.489,20.18,116.17,116.17
11/09/2015,29.427,20.138,115.08,115.08
14/09/2015,29.333,20.073,114.41,114.41
15/09/2015,29.26,20.023,114.64,114.64
16/09/2015,29.312,20.059,115.07,115.07
17/09/2015,29.437,20.145,114.56,114.56
18/09/2015,29.395,20.116,112.62,112.62
21/09/2015,29.312,20.059,113.07,113.07
22/09/2015,29.479,20.173,109.97,109.97
23/09/2015,29.291,20.045,109.84,109.84
24/09/2015,29.27,20.031,107.37,107.37
25/09/2015,29.083,19.902,109.52,109.52
28/09/2015,29.239,20.009,107.31,107.31
29/09/2015,28.958,19.817,107.43,107.43
30/09/2015,28.937,19.802,109.57,109.57
01/10/2015,29.239,20.009,109.6,109.6
02/10/2015,29.239,20.009,109.9,109.9
05/10/2015,29.427,20.138,112.74,112.74
06/10/2015,29.718,20.337,114.15,114.15
07/10/2015,29.646,20.287,115.55,115.55
08/10/2015,29.677,20.309,116.02,116.02
09/10/2015,29.76,20.366,116.97,116.97
12/10/2015,29.729,20.344,116.43,116.43
13/10/2015,29.718,20.337,115.23,115.23
14/10/2015,29.614,20.266,114.69,114.69
15/10/2015,29.562,20.23,115.85,115.85
16/10/2015,29.854,20.43,115.84,115.84
19/10/2015,29.844,20.423,115.83,115.83
20/10/2015,29.906,20.466,115.56,115.56
21/10/2015,29.823,20.408,115.9,115.9
22/10/2015,29.812,20.401,117.49,117.49
23/10/2015,30.25,20.701,118.73,118.73
26/10/2015,30.521,20.886,118.89,118.89
27/10/2015,30.51,20.879,117.07,117.07
28/10/2015,30.479,20.858,118.25,118.25
29/10/2015,30.635,20.965,117.91,117.91
30/10/2015,30.594,20.936,118.33,118.33
02/11/2015,30.521,20.886,119.32,119.32
03/11/2015,30.646,20.972,119.99,119.99
04/11/2015,30.656,20.979,120.28,120.28
05/11/2015,30.719,21.022,119.69,119.69
06/11/2015,30.688,21,120.78,120.78
09/11/2015,30.677,20.993,120.09,120.09
10/11/2015,30.521,20.886,119.71,119.71
11/11/2015,30.594,20.936,119.95,119.95
12/11/2015,30.646,20.972,118.02,118.02
13/11/2015,30.469,20.851,117.31,117.31
16/11/2015,30.375,20.786,117.94,117.94
17/11/2015,30.51,20.879,120.52,120.52
18/11/2015,30.719,21.022,121.14,121.14
19/11/2015,30.833,21.1,121.49,121.49
20/11/2015,30.875,21.129,121.48,121.48
23/11/2015,30.99,21.207,120.84,120.84
24/11/2015,30.959,21.186,119.94,119.94
25/11/2015,30.854,21.114,120.65,120.65
26/11/2015,31.031,21.236,121.8,121.8
27/11/2015,31.042,21.243,121.33,121.33
30/11/2015,31.073,21.264,122.51,122.51
01/12/2015,31.084,21.271,122,122
02/12/2015,31.125,21.3,121.7,121.7
03/12/2015,31.104,21.286,118.9,118.9
04/12/2015,30.563,20.915,118.4,118.4
07/12/2015,30.49,20.865,118.49,118.49
08/12/2015,30.594,20.936,116.3,116.3
09/12/2015,30.427,20.822,116.6,116.6
10/12/2015,30.271,20.715,116.29,116.29
11/12/2015,30.271,20.715,114.05,114.05
14/12/2015,30.042,20.558,112.51,112.51
15/12/2015,29.875,20.444,115.19,115.19
16/12/2015,30.114,20.608,115.92,115.92
17/12/2015,30.229,20.687,116.93,116.93
18/12/2015,30.396,20.801,116.44,116.44
21/12/2015,30.219,20.679,115.72,115.72
22/12/2015,30.135,20.622,116.24,116.24
